""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"GNLY"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"GNLY"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"PRF1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"PRF1"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"PSME2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"PSME2"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"CHMP5"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"CHMP5"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"SRC"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"SRC"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"ANKFY1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"ANKFY1"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"CYBB"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"CYBB"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"ISG20"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"ISG20"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"C3AR1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"C3AR1"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"LMO2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"LMO2"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"SMCO4"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"SMCO4"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"TTC21A"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"TTC21A"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"LILRB1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"LILRB1"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"NEXN"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"NEXN"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"CSF1R"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"CSF1R"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"TAGLN"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"TAGLN"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"REC8"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"REC8"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"CYSLTR1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"CYSLTR1"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"FFAR2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"FFAR2"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"ASCL2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"ASCL2"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"CST3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"CST3"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"VAMP5"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"VAMP5"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"MARCO"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"MARCO"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"SCIMP"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"SCIMP"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"RHBDF2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"RHBDF2"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"CDC20"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"CDC20"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"HMOX1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"HMOX1"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"FRMD3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"FRMD3"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"PML"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"PML"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"SHISA5"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"SHISA5"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"PLAC8"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"PLAC8"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"RBCK1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"RBCK1"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"RNF31"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"RNF31"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"GCH1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"GCH1"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"RGS12"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"RGS12"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
""	"hipc_gene_19047440_3"	"2008.12"	"hipc_gene_19047440_3"	"peripheral blood mononuclear cell"	"KIAA0319L"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"3"	"32"	"KIAA0319L"	"292"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_3.txt"	"hipc_gene_sig_complete_19047440_3.txt"
