name	id	definition	comment	broad	exact	related
fibrocyte	CL_0000135	An inactive fibroblast; cytoplasm is sparse, endoplasmic reticulum is scanty with flattened nucleus. Term used by some histologists; when fibroblasts become relatively inactive in fiber formation. However, this cell has the potential for fibrogenesis in quiescent connective tissue of the adult, as well as during development, other histologists prefer to use the term fibroblast in all circumstances. These cells represent ~0.5% of peripheral blood leukocytes.	Cultured human fibrocytes are MHCI-positive, MHCII-positive, CD1a-negative, CD3-negative, CD4-negative, CD8-negative, CD10-negative, CD11b-positive, CD13-positive, CD14-negative, CD16-negative, CD18-positive, CD19-negative, CD25-negative, CD29-positive, CD32-positive, CD33-negative, CD34-positive, CD38-negative, CD40-positive, CD44-negative, CD45RO-positive, CD49a-positive, CD49b-positive, CD49c-negative, CD49d-negative, CD49e-positive, CD49f-negative, CD56-negative, CD58-positive, CD61-positive, CD64-positive, CD70-negative, CD71-positive, CD80-positive, CD83-negative, CD86-positive, CD103-negative, CD105-positive, CD181-positive, CD182-negative, CD183-positive, CD184-positive, CD185-negative, CD186-negative, CD191-positive, CD192-negative, CD193-positive, CD194-positive, CD195-positive, CD196-negative, CD197-positive, CD199-positive, desmin-negative, F4/80-positive, Gr1-positive, LSP-1-positive, MHCI-positive, MHCII-positive, alpha-SMA-negative, TCRab-negative, TCRgd-negative, and vimentin-positive. Fibrocytes are also capable of secreting angiogenin, bFGF, CCL2, CCL3, CCL4, CCL8, CXCL1, type I collagen, type III collagen, CTGF, fibronectin, GM-CSF, IL-1a, IL-6, IL-8, IL-10, M-CSF, MMP-9, PDGF-A, TGF-alpha, TGF-beta1, TNF-alpha, and VEGF-A.			
fat cell	CL_0000136	A fat-storing cell found mostly in the abdominal cavity and subcutaneous tissue of mammals. Fat is usually stored in the form of triglycerides.			adipose cell|adipocyte	
osteocyte	CL_0000137	A mature osteoblast that has become embedded in the bone matrix. They occupy a small cavity, called lacuna, in the matrix and are connected to adjacent osteocytes via protoplasmic projections called canaliculi.	VSAO relationship simplified OBO_REL:integral_part_of VSAO:0000118	bone cell		
chondrocyte	CL_0000138	Skeletogenic cell that is terminally differentiated, secretes an avascular, GAG-rich matrix, is embedded in cartilage tissue matrix, retains the ability to divide, and develops from a chondroblast cell.			cartilage cell	
odontocyte	CL_0000140	Skeletogenic cell that secretes dentine matrix, is derived from odontogenic papilla. Embedded in dentine tissue, and is the transformation of a non-terminally differentiated odontoblast cell.				
cementocyte	CL_0000141	An osteocytelike cell with numerous processes, trapped in a lacuna in the cement of the tooth.	CHECK: wikipedia says that cementocytes no longer produce cementum, but the phenoscape def is: Skeletogenic cell that produces cementum, is part of the odontogenic papilla, and is a transformation of a cementoblast cell (no change to existing def).			
hyalocyte	CL_0000142	A cell occurring in the peripheral part of the vitreous body of the eye that may be responsible for production of hyaluronic acid and collagen.				vitreous cell
guidepost cell	CL_0000143					
obsolete cell by function	CL_0000144	OBSOLETE: A classification of cells by their primary end goal or behavior.	This term was made obsolete because there is no difference in meaning between it and 'cell', as any cell can be classified by its function or behavior. If you have used this term in annotation, please replace it with cell (CL:0000000), native cell (CL:0000003), or cell in vitro (CL:0001034) as appropriate.			
professional antigen presenting cell	CL_0000145	A cell capable of processing and presenting lipid and protein antigens to T cells in order to initiate an immune response.	Note change of name; nearly all somatic cells can present antigens to T cells via MHC Class I complexes leading to effector responses, but professional antigen presenting cells constitutively express MHC Class II as well as costimulatory molecules, and thus can initiate immune responses via T cells.	APC		
simple columnar epithelial cell	CL_0000146					
pigment cell	CL_0000147	A pigment cell is a cell that contains pigment granules.			chromatophore|chromatocyte	
melanocyte	CL_0000148	A pigment cell derived from the neural crest. Contains melanin-filled pigment granules, which gives a brown to black appearance.				
visual pigment cell	CL_0000149			pigment cell		
glandular epithelial cell	CL_0000150	A specialized epithelial cell that is capable of synthesizing and secreting certain biomolecules.				
secretory cell	CL_0000151	A cell that specializes in controlled release of one or more substances.				
exocrine cell	CL_0000152	A cell of an exocrine gland; i.e. a gland that discharges its secretion via a duct.				
glycosaminoglycan secreting cell	CL_0000153	A cell that secretes glycosaminoglycans.			GAG secreting cell	
protein secreting cell	CL_0000154					
peptic cell	CL_0000155	A cell that is usually basal in position, cuboidal with round nucleus, short microvilli, secretes pepsinogen.			zymogenic cell|pepsinogen secreting cell|chief cell of stomach|gastric chief cell	
obsolete antibody secreting cell	CL_0000156	OBSOLETE: A cell of the lymphoid series that can react with antigen to produce specific cell products called antibodies. Various cell subpopulations, often B cells, can be defined, based on the different classes of immunoglobulins that they synthesize.	Consider using 'B cell ; CL:0000236' or one of its children instead.			
surfactant secreting cell	CL_0000157	A cell that specializes in secretion of surfactant in the alveoli of the lung.				
Clara cell	CL_0000158	Epithelial progenitor cell of the lung. Clara cells are dome-shaped with short microvilli but no cilia. They function to protect the bronchiolar epithelium. Clara cells also multiply and differentiate into ciliated cells to regenerate the bronchiolar epithelium.			bronchiolar non-ciliated cell|Clara cell of bronchiole	
seromucus secreting cell	CL_0000159					
goblet cell	CL_0000160	A cell of the epithelial lining that produce and secrete mucins.			chalice cell	
acid secreting cell	CL_0000161					
parietal cell	CL_0000162	A large, oval stomach epithelial cell with a central nucleus; source of gastric acid. Secretes HCl.			oxyntic cell	
endocrine cell	CL_0000163	A cell of an endocrine gland, ductless glands that secrete substances which are released directly into the circulation and which influence metabolism and other body functions.			endocrinocyte	
enteroendocrine cell	CL_0000164	An endocrine cell that is located in the epithelium of the gastrointestinal tract or in the pancreas.				
neuroendocrine cell	CL_0000165	An endocrine cell that has the specialized function to produce and secrete hormones in response to neuronal signals.			neurosecretory cell	
chromaffin cell	CL_0000166	A cell that stores epinephrine secretory vesicles. During times of stress, the nervous system signals the vesicles to secrete their hormonal content. Their name derives from their ability to stain a brownish color with chromic salts. Characteristically, they are located in the adrenal medulla and paraganglia of the sympathetic nervous system.			phaeochromocyte	
peptide hormone secreting cell	CL_0000167					
insulin secreting cell	CL_0000168					
type B pancreatic cell	CL_0000169	A cell that secretes insulin and is located towards the center of the islets of Langerhans.	Pancreatic beta cells are also reportedly CD284-positive. Upon activation, they upregulate their CD14 expression.	beta cell	insulin-secreting cell|pancreatic B-cell|B-cell of pancreatic islet|pancreatic beta cell|type B enteroendocrine cell|pancreatic B cell|pancreatic islet core|beta cell of pancreatic islet	beta cell islet
glucagon secreting cell	CL_0000170	A cell that secretes glucagon.			glucagon-secreting cell	
pancreatic A cell	CL_0000171	A type of enteocrine cell found in the periphery of the islets of Langerhans that secretes glucagon.			pancreatic alpha cell|alpha cell of iselt of Langerhans	
somatostatin secreting cell	CL_0000172					
pancreatic D cell	CL_0000173	A D cell located in the pancreas. Peripherally placed within the islets like type A cells; contains somatostatin.			somatostatin-secreting pancreatic cell|delta cell of pancreatic islet|pancreatic D-cell|delta cell of islet|pancreatic delta cell|D-cell of pancreatic islet	
steroid hormone secreting cell	CL_0000174					
luteal cell	CL_0000175	A progesterone secreting cell in the corpus luteum. The large luteal cells develop from the granulosa cells. The small luteal cells develop from the theca cells.			lutein cell	
ecdysteroid secreting cell	CL_0000176					
testosterone secreting cell	CL_0000177					
Leydig cell	CL_0000178	A Leydig cell is a testosterone-secreting cell in the interstitial area, between the seminiferous tubules, in the testis.	Note that the Amphibian Anatomy Ontology (AA) has a class 'leydig cells' but this is unrelated	interstitial cell	interstitial cell of Leydig	
progesterone secreting cell	CL_0000179					
estradiol secreting cell	CL_0000180					
metabolising cell	CL_0000181	A cell whose primary function is intermediary metabolism.				
hepatocyte	CL_0000182	The main structural component of the liver. They are specialized epithelial cells that are organized into interconnected plates called lobules. Majority of cell population of liver, polygonal in shape, arranged in plates or trabeculae between sinusoids; may have single nucleus or binucleated.	Hepatocytes are reportedly MHC Class I-positive and MHC Class II-positive.			
contractile cell	CL_0000183	A cell whose primary function is to shorten.				
myoepithelial cell	CL_0000185	Contractile cells resembling smooth muscle cells that are present in glands, notably the mammary gland, and aid in secretion. This cell has long weaving dendritic processes containing myofilament.			basket epithelial cell|myoepitheliocyte	
myofibroblast cell	CL_0000186	An animal cell that has characteristics of both a fibroblast cell and a smooth muscle cell.	Myofibroblasts are alpha-SMA-positive, CD34-negative, CD45-negative. They are reportedly capable of secreting IL-1beta, IL-6, and TNF-alpha.		MFB	
muscle cell	CL_0000187	A mature contractile cell, commonly known as a myocyte. This cell has as part of its cytoplasm myofibrils organized in various patterns.			muscle fiber|myocyte	
cell of skeletal muscle	CL_0000188	A somatic cell located in skeletal muscle.			skeletal muscle cell	
slow muscle cell	CL_0000189	A muscle cell that develops tension more slowly than a fast-twitch fiber.				slow muscle fiber
fast muscle cell	CL_0000190	A muscle cell that can develop high tension rapidly. It is usually innervated by a single alpha neuron .			glycolytic muscle fiber	
smooth muscle cell	CL_0000192	A non-striated, elongated, spindle-shaped cell found lining the digestive tract, uterus, and blood vessels. They develop from specialized myoblasts (smooth muscle myoblast).			myocytes, smooth muscle|SMCs|smooth muscle fiber	
cardiac muscle cell (sensu Arthopoda)	CL_0000193	A striated muscle cell of an arthropod heart that participates in heart contraction.				
obsolete nodal cardiac cell	CL_0000194		Consider CL:0002072.			
obsolete Purkinje fiber	CL_0000195					
flight muscle cell	CL_0000196					
receptor cell	CL_0000197					
pain receptor cell	CL_0000198	The peripheral receptor for pain. Includes receptors which are sensitive to painful mechanical stimuli, extreme heat or cold, and chemical stimuli. All mammalian nociceptors are free nerve endings.	Editor note: request detection of stimulus involved in sensory perception of pain; add develops_from relationship		nociceptor|nocireceptor	
mechanoreceptor cell	CL_0000199	A cell specialized to transduce mechanical stimuli and relay that information centrally in the nervous system.				mechanoreceptor
